text,label
"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday ",positive
The company will be part of Teleste 's Video and Broadband Solutions business area ,neutral
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 ,neutral
"As a result , the company currently anticipates net sales to increase and the operating result to be positive ",positive
`` Our research shows that access to information technology has been one of the limiting factors for most small businesses especially when they work in a heterogenous network based environment ,neutral
"Changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the Kauhava plant , according to the company ",negative
"The sale will be finalized in September or October , the company said ",neutral
"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions ",neutral
"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock ",positive
"If needed , she provides also further information on ferry connections and hotels ",neutral
The invention carries International Patent Publication No. ,neutral
"- So , the sales growth of cars considerably influence on the tires market '' ",neutral
"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years ",positive
"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam ",positive
"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago ",negative
The customers will have an access to integrated propeller and gear packages from one source ,neutral
"Finnish software company QPR Software Plc ( OMX Helsinki : QPR1V ) reported on Thursday ( 23 October ) an operating profit of EUR63 ,000 on net sales of EUR1 .5 m for the third quarter 2008 ",neutral
Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests ,neutral
A memorandum of understanding on cooperation between the Finnish Global Chemical Company KEMIRA and Vietnam National Chemicals Group ( Vinachem ) was signed on this occasion ,positive
It offers advanced machinery maintenance and process development services to the pulp and paper industry in Northern China ,neutral
Shareholders have a right to put on the agenda of the AGM items that are within the competence of the general meeting ,neutral
The energy shot is packed in a 100-millilitre bag with a screw cap ,neutral
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 ,negative
The aim is to develop open-source application solutions ,neutral
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 ",negative
Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees ,positive
"Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 ",neutral
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 ,negative
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters ",neutral
"The total value of the agreement is USD4 .0 m , the company said ",neutral
TomTom has given assurances that it will continue to sell maps to competitors if it wins EU approval ,positive
The company also said that the deployment of the Danish 4G network continues and it expects to cover 75 % of the Danish population in 2011 ,neutral
"On January 29 , 2009 The largest Nordic bank Nordea and Finnish retail chain Stockmann launched a regionally unique cooperation project : they are the first to introduce a common MasterCard credit card enabling payments in different states and stores ",neutral
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 ",positive
"Salo , Finland , 29 August 2006 - Benefon has today announced its plans to further strengthen its in-house technology platform , by licensing the complete mobile software platform , Opna , from its long-standing technology partner , Pollex ",positive
"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago ",neutral
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year ",neutral
Finnish plumbing and heating systems supplier Uponor announced a company-wide cost reduction program in August 2008 ,neutral
R&D Loan ) ,neutral
Net profit in the same period in 2006 was 36.6 million euros ,neutral
"In December alone , the members of the Lithuanian Brewers ' Association sold a total of 20.3 million liters of beer , an increase of 1.9 percent from the sales of 19.92 million liters in December 2004 ",positive
CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) ,neutral
"Nokia will provide Indosat turnkey services , including civil works , network planning , implementation and integration of a WCDMA 3G-HSPA network ",neutral
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery ",positive
"The contractor of the shopping center , China State Construction Engineering Corporation , has previously built e.g. airports , hotels and factories for large international customers in different parts of the world ",neutral
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry ,negative
"Neste Oil extended yesterday 's gains and put on 0.49 pct to 22.72 eur , while utility Fortum shed 1.14 pct to 20.76 eur ",neutral
Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million ,positive
"AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said ",neutral
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of E",positive
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday ",negative
"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent ",neutral
TN means that the handset supports TeliaSonera 's Telia Navigator global positioning system service ,neutral
"For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m ",positive
Acquisitions have been made and businesses have been well integrated ,positive
"An estimated 30 pct of mobile calls are made from the home , and France Telecom hopes that 15 pct of its Orange clients will sign up for the service by the end of 2008 ",neutral
It therefore seems that Finnish shipping company Viking Line will get the subsidy it needs to order its new LNG-fuelled vessel ,positive
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 ",neutral
"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University ",neutral
"Through its partnership with Finnish Paulig 's Danish subsidiary Oscar , Puljonki acquired a sales organization in the European market ",neutral
"Compared with the FTSE 100 index , which rose 36.7 points ( or 0.6 % ) on the day , this was a relative price change of -0.2 % ",negative
"Stockholm , 3 March 2011 About Cybercom The Cybercom Group is a high-tech consultancy that offers global sourcing for end-to-end solutions ",neutral
The agreement must be approved by the Russian competition authorities before it enters into force ,neutral
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 ,neutral
The insurer anticipates its share in Nordea 's net profit to be significant ,positive
The company 's board of directors would propose a dividend of EUR0 .15 per share for 2005 ,neutral
"The company estimates that the trend in demand for sports equipment will be steady in 2006 , '' Amer 's report said ",positive
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 ",negative
Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company ,neutral
The growth of net sales in the first half of 2008 has been 28 % compared with the first half of 2007 ,positive
Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland ,positive
"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said ",neutral
`` Our design team has long admired Marimekko 's vivid patterns and colors ,positive
"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million ",neutral
It has several innovative small molecule and biological drug candidates at different stages of clinical development ,neutral
"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . '",positive
Finnish publishing and printing group Ilkka-Yhtym+ñ will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers ,neutral
The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com ,neutral
The repurchases shall decrease the distributable capital and reserves ,negative
"Tallink claims the watertight doors of both Vana Tallinn and Regina Baltica , including their electrical systems , are fully in working order ",positive
"Elisa Corporation , headquartered in Helsinki , is a Finnish telecomms company offering private and corporate customers a comprehensive range of telecomms services ",neutral
"Nordstjernan will make the offer in approximately one month , in September 2007 ",neutral
"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height ",neutral
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % ",positive
"M-Real said there are ` no grounds ' for the rumors , which ` have been circulating in the market for some months . ",neutral
It inspects the companys strategic strengths and weaknesses ,neutral
The parties have agreed not to disclose the transaction value ,neutral
"Finnish Suominen Corporation that makes wipes , nonwovens , and flexible packaging , has a plant near Warsaw , in Poland , that makes flexible packaging ",neutral
The merger between the two telecoms operators was expected to result in the world 's fourth largest telecoms operator ,neutral
Otherwise the situation is under control ,neutral
SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solution,neutral
Other shareholder entitlements became effective today ,neutral
"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported ",neutral
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said ",positive
Yvonne Jones is owner of Chameleon Interiors ,neutral
CEO Erkki J+ñrvinen is happy with the company 's performance in 2010 ,positive
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board ,positive
"The business transfer will take effect from 1 January 2007 , and in connection with this 47 employees will transfer from Elisa to Daxtum as continuing employees ",neutral
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 ",positive
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year ",positive
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 ,negative
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % ",negative
"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier ",positive
"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore ",neutral
Ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions ,neutral
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries ",neutral
"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago ",positive
"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange ",neutral
"Selects Third Party Logistics Leader Transplace for Best-in-Class Technology , Procurement Capabilities ; Leading Specialty Packaging Manufacturer Employs Complete 3PL Solution for Supply Chain Visibility and Transportation Efficiency to Increase Service Levels and On-Time Deliverie",positive
At the same time I am delighted by the fact that we were able to accomplish the organization with our own team members ,positive
"Demand seems to have hit bottom now , and some signs of improvement can be seen ",positive
"When the product is manufactured in Finland , it is also packed in the country ",neutral
Performance in the second half of 2009 exceeded expectations ,positive
"Outotec , headquartered in Espoo , Finland , is a leading provider of process solutions , technologies and services for the mining and metallurgical industries ",neutral
`` The purchase of the operations is part of YIT 's strategy to expand its offering of building system services geographically . ',positive
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities ",neutral
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 ",positive
Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) ,neutral
"The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , '' the release says ",positive
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 ",negative
"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming ",neutral
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland ",neutral
"19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details ",neutral
The company distributes Hiab 's products as well as other products ,neutral
FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks ,neutral
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier ,positive
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 ",negative
Airbus will attempt to evacuate up to 873 people within 90 seconds ,neutral
"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said ",neutral
Also construction expenses have gone up in Russia ,negative
Finnish Aldata Solution has signed a contract of supply its G.O.L.D. system to two French retail chains ,positive
"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats ",neutral
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies ,positive
"Finnish engineering and technology company Metso Oyj said on May 27 , 2008 it completed the acquisition of paper machinery technology from Japanese engineering company Mitsubishi Heavy Industries ( MHI ) for an undisclosed sum ",positive
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking ,positive
"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M ",positive
The net sales of Healthcare Trade business in 2009 were EUR 145.1 million EUR 155.2 million and operating profit EUR 8.9 million EUR 7.9 million ,neutral
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes ,neutral
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million ,positive
"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years ",positive
"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway ",neutral
"The share capital of Basware Corporation is 11,720,829 ",neutral
"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates ",neutral
"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 ",neutral
18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine ,negative
Tekla will implement the renewal in software versions which will be introduced in spring 2011 ,positive
"In addition , Kone signed a two-year maintenance contract for the escalators ",positive
"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom ",positive
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. ,neutral
Under the terms of this agreement Lextel Group has committed to an opening order of EUR3 .75 m for Benefon mobile units to be co-branded with Capitel for the China market ,neutral
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 ,negative
"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement ",positive
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn ",negative
"The Bank of +àland acquired the private banking business , asset management , and share brokerage business of Kaupthing Sweden in early 2009 ",neutral
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London ,positive
Suomen Paikallissanomat Oy is part of Alma Media Group and it currently publishes 15 local newspapers across Finland ,neutral
"Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % ",neutral
It appears from statistics of the Technical Surveillance Authority that customers who switch service providers mostly transfer their numbers to Elisa 's network ,neutral
"In January-September 2007 , operating profit totaled EUR 20.5 mn ",neutral
"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share ",neutral
"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people ",neutral
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 ,positive
"With this , the company will exit the contract manufacturing service segment ",neutral
Mr. Doring has been with Eaton since 1989 and acted as the Business Unit Manager for Eaton 's Power Controls Business Unit since January 2007 ,neutral
"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels ",neutral
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format ,neutral
at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 ,neutral
"So far as is known , he did not sell shares that he owns personally ",neutral
"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added ",positive
"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows ",neutral
"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership ",neutral
No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place ,neutral
About Dopplr Dopplr is a service for smart travellers ,neutral
"O'Leary 's Material Handling Services , located in Perth , is the leading company in Western Australia that supplies , installs and provides service for tail lifts ",positive
"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur ",neutral
"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 ",neutral
"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 ",neutral
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same per",negative
"Finnish electronics manufacturing services company Elcoteq signing a cooperation agreement with a Japanese mobile phone manufacturer , bypasses Elcoteq Tallinn , says Jan Kotka , CEO of Elcoteq Tallinn ",positive
"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications ",neutral
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations ,neutral
"Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness ",neutral
"In the beginning of the negotiations , the estimated number of reductions was 50 at the maximum ",neutral
The vessels are the largest and fastest ropax vessels in the world that will be built by Fincantieri ,neutral
"It is the first oil company to join RSPO and commits fully to sustainable sourcing of feedstocks for the production of its NExBTL biodiesel , it said ",neutral
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 ,negative
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention ,neutral
"On preliminary estimate , the hotel will operate under the brand Novotel ",neutral
Yakima created the position for him after emerging from economic downturns of its own ,neutral
"In Finland , the five largest brands control 90 % of the beer market ",neutral
"The world of glass is coming to Egypt and we invite Visitors from all around the world to attend Glass World Exhibition 2009 , Register Now at www.glassworldex.co",neutral
The compnay also said that it would lower the price of development projects by about one third compared with last November ,neutral
The company expects sales revenue of RMB8 .0 billion in 2009 ,neutral
Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies ,negative
This lays a foundation for sustainable business development for the long term ,neutral
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 ,neutral
"Finnish heat-retaining fireplaces maker Tulikivi Oyj said on August 29 , 2007 that its local tiled stoves and utility ceramics subsidiary Kermansavi Oy will merge into Tulikivi by means of absorption in order to streamline the latest 's corporate structure ",neutral
"Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company ",neutral
`` I see my new post as an inspiring challenge ,neutral
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages ",neutral
"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 ",neutral
"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital ",neutral
"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said ",positive
"Secure your files online Like filling out a tax return , making a backup is boring ",neutral
"Trading in the new shares , which have right to dividends and other distributions of funds , will start on the exchange in Helsinki tomorrow ",neutral
"Belarus OAO Lidskoe Pivo brewery , based in the Grodno Region , reported a 1.1 % decrease in output to 1.045 million decaliters in January-March 2010 , a representative in the administration of the company told ",negative
"The closing of the transaction is scheduled to take place on January 10 , 2008 ",neutral
"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation ",positive
"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner ",neutral
"The solution is demonstrated on a tablet developed by Aava Mobile as a multi-window system , which enables the use of several applications simultaneously , for example the viewing of messages and calendar side by side ",neutral
Each share is entitled to one vote ,neutral
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 ,negative
"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group ",neutral
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter ",positive
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 ,positive
The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive ,positive
"Moreover , Konecranes and Kito intend to transfer the hoist distribution business of Konecranes ' Japanese joint venture MHS Konecranes to Kito ",neutral
"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % ",positive
"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 ",negative
"Stonesoft is a global provider of proven , next generation solutions that simplify network security management ",neutral
Viking Line has canceled some services ,negative
"In Finland , the city of Forssa has said it will not pay compensation to food industry companies HK Ruokatalo and Atria for the lye leak into tap water that occurred in March 2008 ",negative
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago ",negative
The total emissions reduction from 1999 to 2017 will be thus 41 % ,neutral
"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze ",neutral
The shops are located in the capital region and the Paijat-Hame region ,neutral
Ruukki announced that it has signed an agreement with Aker Solutions of Norway to supply 24 suction anchors in September 2010 from its Kalajoki unit in Finland ,positive
"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . '",positive
The contract has been allotted as per lowest price criteria ,neutral
CapMan made its initial investment in OneMed in June 2006 ,neutral
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley ",neutral
"Return on investment was 5.0 % , compared to a negative 4.1 % in 2009 ",positive
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo ",neutral
Nokia Messaging 1.1 enables customers to receive e-mails from up to 10 e-mail accounts on their mobile phone supporting all POP or IMAP e-mail services ,neutral
The acquisition is expected to take place by the end of August 2007 ,neutral
"The effect may remain short-lived , however ",neutral
"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries ",neutral
M2 Communications disclaims all liability for information provided within information on on the world wide web ,neutral
The new shares entitle their holders to dividends for fiscal 2006 ,neutral
"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 ",neutral
"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over ",neutral
"Following the issue , the new shares will constitute 10 percent of the firm 's capital ",neutral
The administrators have indicated a need for 900 job cuts at the Irish insurer over the next 15 months ,negative
`` Management decided at the end of 2005 to increase cathode copper capacity ,neutral
"Finnair expands : Finnair plans to add more flights on routes to Hong Kong , India and Russia ",positive
"Thereby , the company will expand its offering to North , Central and South America ",positive
Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers ,neutral
"Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank ",neutral
"In Penttil+ñ 's vision , the most important reason for the transaction is Russia ",neutral
"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece ",neutral
"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October ",positive
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 ",negative
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm ",positive
Bioheapleaching makes extraction of metals from low grade ore economically viable ,neutral
"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 ",negative
"According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland ",positive
"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 ",positive
"ALEXANDRIA , Va. , Oct. 3 -- Markka A. Oksanen and Harald Kaaja , both of Helsinki , Finland , Juha Salokannel of Kangasala , Finland , and Arto Palin of Viiala , Finland , have developed a system for providing communications security ",neutral
"Founded in 1994 , the company uses a six-step , time-focused , collaborative project approach to improve financial institutions ' revenue streams ",neutral
Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food ,positive
"SCOPI Chief Business Excellence Officer , Eng ",neutral
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal ,negative
"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively ",positive
"The repayment of EUR 105 million debenture bonds is related to the Company 's previous announcement on October 21 , 2009 to collect irrevocable selling commitments from the holders of its subordinated debenture bonds ",neutral
Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe ,positive
"This could be any of us at any time , '' she said ",neutral
The value of the order is EUR 4mn ,neutral
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights ,neutral
This organization will assume the responsibility for operations in Russia ,neutral
"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased ",positive
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters ",positive
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics ",neutral
